,Unnamed: 0,Unnamed: 0.1,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
11,11,11,caes0148.xml,12,5,5,iulius,la,0,iulius,ADJ,,iulius,"<words>
<unknown xml:lang=""lat"">iulius</unknown>
</words>
"
12,12,12,caes0148.xml,13,5,6,iulianus,la,0,iulianus,ADJ,,iulianus,"<words>
<unknown xml:lang=""lat"">iulianus</unknown>
</words>
"
13,13,13,caes0148.xml,14,6,6,filius,la,0,filius,N,nom,filius,"<words>
<word>
<form xml:lang=""lat"">filius</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">filius</hdwd>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<gend>masculine</gend>
</dict>
<infl>
<term xml:lang=""lat""><stem>fi_l</stem><suff>ius</suff></term>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<case order=""7"">nominative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>ius_i</stemtype>
</infl>
</entry>
</word>
</words>
"
0,0,0,caes0160.xml,1,1,1,dis,la,0,dis,ADJ,,deus,"<words>
<word>
<form xml:lang=""lat"">dis</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">deus</hdwd>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<gend>masculine</gend>
</dict>
<infl>
<term xml:lang=""lat""><stem>di_s</stem></term>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<case order=""3"">ablative</case>
<gend>masculine</gend>
<num>plural</num>
<stemtype>irreg_nom2</stemtype>
<morph>indeclform</morph>
</infl>
<infl>
<term xml:lang=""lat""><stem>di_s</stem></term>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<case order=""5"">dative</case>
<gend>masculine</gend>
<num>plural</num>
<stemtype>irreg_nom2</stemtype>
<morph>indeclform</morph>
</infl>
</entry>
<entry>
<dict>
<hdwd xml:lang=""lat"">dives</hdwd>
<pofs order=""2"">adjective</pofs>
<decl>3rd</decl>
</dict>
<infl>
<term xml:lang=""lat""><stem>di_</stem><suff>s</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>3rd</decl>
<case order=""7"">nominative</case>
<gend>neuter</gend>
<num>singular</num>
<stemtype>s_tis_adj</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>di_</stem><suff>s</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>3rd</decl>
<case order=""1"">vocative</case>
<gend>neuter</gend>
<num>singular</num>
<stemtype>s_tis_adj</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>di_</stem><suff>s</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>3rd</decl>
<case order=""4"">accusative</case>
<gend>neuter</gend>
<num>singular</num>
<stemtype>s_tis_adj</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>di_</stem><suff>s</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>3rd</decl>
<case order=""7"">nominative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>s_tis_adj</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>di_</stem><suff>s</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>3rd</decl>
<case order=""7"">nominative</case>
<gend>feminine</gend>
<num>singular</num>
<stemtype>s_tis_adj</stemtype>
</infl>
</entry>
</word>
</words>
"
1,1,1,caes0160.xml,2,1,1,manibus,la,0,manibus,N,abl,manis|manus,"<words>
<word>
<form xml:lang=""lat"">manibus</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">manus#1</hdwd>
<pofs order=""3"">noun</pofs>
<decl>4th</decl>
<gend>feminine</gend>
</dict>
<infl>
<term xml:lang=""lat""><stem>man</stem><suff>ibus</suff></term>
<pofs order=""3"">noun</pofs>
<decl>4th</decl>
<case order=""3"">ablative</case>
<gend>feminine</gend>
<num>plural</num>
<stemtype>us_us</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>man</stem><suff>ibus</suff></term>
<pofs order=""3"">noun</pofs>
<decl>4th</decl>
<case order=""5"">dative</case>
<gend>feminine</gend>
<num>plural</num>
<stemtype>us_us</stemtype>
</infl>
</entry>
</word>
</words>
"
2,2,2,caes0160.xml,3,2,2,rhodope,la,0,rhodope,N,loc,rhodope,"<words>
<unknown xml:lang=""lat"">rhodope</unknown>
</words>
"
3,3,3,caes0160.xml,4,3,3,coniugi,la,0,coniugi,V,IND,coniugi,"<words>
<word>
<form xml:lang=""lat"">coniugi</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">conjugium</hdwd>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<gend>neuter</gend>
</dict>
<infl>
<term xml:lang=""lat""><stem>conjug</stem><suff>i_</suff></term>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<case order=""7"">nominative</case>
<gend>neuter</gend>
<num>plural</num>
<stemtype>ius_i</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>conjug</stem><suff>i_</suff></term>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<case order=""6"">genitive</case>
<gend>neuter</gend>
<num>singular</num>
<stemtype>ius_i</stemtype>
</infl>
</entry>
<entry>
<dict>
<hdwd xml:lang=""lat"">conjunx</hdwd>
<pofs order=""3"">noun</pofs>
<decl>3rd</decl>
<gend>masculine/feminine</gend>
</dict>
<infl>
<term xml:lang=""lat""><stem>conju</stem><suff>gi_</suff></term>
<pofs order=""3"">noun</pofs>
<decl>3rd</decl>
<case order=""5"">dative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>x_gis</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>conju</stem><suff>gi_</suff></term>
<pofs order=""3"">noun</pofs>
<decl>3rd</decl>
<case order=""5"">dative</case>
<gend>feminine</gend>
<num>singular</num>
<stemtype>x_gis</stemtype>
</infl>
</entry>
</word>
</words>
"
0,0,0,caes0161.xml,1,1,1,titiae,la,0,titiae,ADJ,,titius,"<words>
<unknown xml:lang=""lat"">titiae</unknown>
</words>
"
1,1,1,caes0161.xml,2,2,2,uxori,la,0,uxori,N,dat,uxor,"<words>
<word>
<form xml:lang=""lat"">uxori</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">uxor</hdwd>
<pofs order=""3"">noun</pofs>
<decl>3rd</decl>
<gend>feminine</gend>
</dict>
<infl>
<term xml:lang=""lat""><stem>ux</stem><suff>o_ri_</suff></term>
<pofs order=""3"">noun</pofs>
<decl>3rd</decl>
<case order=""5"">dative</case>
<gend>feminine</gend>
<num>singular</num>
<stemtype>or_oLris</stemtype>
</infl>
</entry>
<entry>
<dict>
<hdwd xml:lang=""lat"">uxorium</hdwd>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<gend>neuter</gend>
</dict>
<infl>
<term xml:lang=""lat""><stem>uxo_r</stem><suff>i_</suff></term>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<case order=""7"">nominative</case>
<gend>neuter</gend>
<num>plural</num>
<stemtype>ius_i</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>uxo_r</stem><suff>i_</suff></term>
<pofs order=""3"">noun</pofs>
<decl>2nd</decl>
<case order=""6"">genitive</case>
<gend>neuter</gend>
<num>singular</num>
<stemtype>ius_i</stemtype>
</infl>
</entry>
<entry>
<dict>
<hdwd xml:lang=""lat"">uxorius</hdwd>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
</dict>
<infl>
<term xml:lang=""lat""><stem>uxo_r</stem><suff>i_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""6"">genitive</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>ius_ia_ium</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>uxo_r</stem><suff>i_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""6"">genitive</case>
<gend>neuter</gend>
<num>singular</num>
<stemtype>ius_ia_ium</stemtype>
</infl>
</entry>
</word>
</words>
"
0,0,0,caes0163.xml,1,1,1,bene,la,0,bene,ADV,,bene,"<words>
<word>
<form xml:lang=""lat"">bene</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">bene</hdwd>
<pofs order=""7"">adverb</pofs>
</dict>
<infl>
<term xml:lang=""lat""><stem>bene</stem></term>
<pofs order=""7"">adverb</pofs>
<stemtype>adverb</stemtype>
<morph>indeclform</morph>
</infl>
</entry>
<entry>
<dict>
<hdwd xml:lang=""lat"">benus</hdwd>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
</dict>
<infl>
<term xml:lang=""lat""><stem>ben</stem><suff>e_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<gend>adverbial</gend>
<stemtype>us_a_um</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>ben</stem><suff>e</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""1"">vocative</case>
<gend>neuter</gend>
<num>singular</num>
<stemtype>us_a_um</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>ben</stem><suff>e</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""1"">vocative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>us_a_um</stemtype>
</infl>
</entry>
</word>
</words>
"
1,1,1,caes0163.xml,2,1,1,merenti,la,0,merenti,V,PTC,mereo,"<words>
<word>
<form xml:lang=""lat"">merenti</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">mereo</hdwd>
<pofs order=""1"">verb</pofs>
</dict>
<infl>
<term xml:lang=""lat""><stem>mer</stem><suff>enti_</suff></term>
<pofs order=""0"">verb participle</pofs>
<case order=""3"">ablative</case>
<gend>masculine</gend>
<mood>participle</mood>
<num>singular</num>
<tense>present</tense>
<stemtype>conj2</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>mer</stem><suff>enti_</suff></term>
<pofs order=""0"">verb participle</pofs>
<case order=""3"">ablative</case>
<gend>feminine</gend>
<mood>participle</mood>
<num>singular</num>
<tense>present</tense>
<stemtype>conj2</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>mer</stem><suff>enti_</suff></term>
<pofs order=""0"">verb participle</pofs>
<case order=""3"">ablative</case>
<gend>neuter</gend>
<mood>participle</mood>
<num>singular</num>
<tense>present</tense>
<stemtype>conj2</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>mer</stem><suff>enti_</suff></term>
<pofs order=""0"">verb participle</pofs>
<case order=""5"">dative</case>
<gend>masculine</gend>
<mood>participle</mood>
<num>singular</num>
<tense>present</tense>
<stemtype>conj2</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>mer</stem><suff>enti_</suff></term>
<pofs order=""0"">verb participle</pofs>
<case order=""5"">dative</case>
<gend>feminine</gend>
<mood>participle</mood>
<num>singular</num>
<tense>present</tense>
<stemtype>conj2</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>mer</stem><suff>enti_</suff></term>
<pofs order=""0"">verb participle</pofs>
<case order=""5"">dative</case>
<gend>neuter</gend>
<mood>participle</mood>
<num>singular</num>
<tense>present</tense>
<stemtype>conj2</stemtype>
</infl>
</entry>
<entry>
<dict>
<hdwd xml:lang=""lat"">mereor</hdwd>
<pofs order=""1"">verb</pofs>
</dict>
<infl>
<term xml:lang=""lat""><stem>mer</stem><suff>enti_</suff></term>
<pofs order=""0"">verb participle</pofs>
<case order=""3"">ablative</case>
<gend>masculine</gend>
<mood>participle</mood>
<num>singular</num>
<tense>present</tense>
<stemtype>conj2</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>mer</stem><suff>enti_</suff></term>
<pofs order=""0"">verb participle</pofs>
<case order=""3"">ablative</case>
<gend>feminine</gend>
<mood>participle</mood>
<num>singular</num>
<tense>present</tense>
<stemtype>conj2</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>mer</stem><suff>enti_</suff></term>
<pofs order=""0"">verb participle</pofs>
<case order=""3"">ablative</case>
<gend>neuter</gend>
<mood>participle</mood>
<num>singular</num>
<tense>present</tense>
<stemtype>conj2</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>mer</stem><suff>enti_</suff></term>
<pofs order=""0"">verb participle</pofs>
<case order=""5"">dative</case>
<gend>masculine</gend>
<mood>participle</mood>
<num>singular</num>
<tense>present</tense>
<stemtype>conj2</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>mer</stem><suff>enti_</suff></term>
<pofs order=""0"">verb participle</pofs>
<case order=""5"">dative</case>
<gend>feminine</gend>
<mood>participle</mood>
<num>singular</num>
<tense>present</tense>
<stemtype>conj2</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>mer</stem><suff>enti_</suff></term>
<pofs order=""0"">verb participle</pofs>
<case order=""5"">dative</case>
<gend>neuter</gend>
<mood>participle</mood>
<num>singular</num>
<tense>present</tense>
<stemtype>conj2</stemtype>
</infl>
</entry>
</word>
</words>
"
2,2,2,caes0163.xml,3,2,2,fecit,la,0,fecit,V,IND,facio,"<words>
<word>
<form xml:lang=""lat"">fecit</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">facio</hdwd>
<pofs order=""1"">verb</pofs>
</dict>
<infl>
<term xml:lang=""lat""><stem>fe_c</stem><suff>it</suff></term>
<pofs order=""1"">verb</pofs>
<mood>indicative</mood>
<num>singular</num>
<pers>3rd</pers>
<tense>perfect</tense>
<voice>active</voice>
<stemtype>perfstem</stemtype>
</infl>
</entry>
</word>
</words>
"
0,0,0,caes0164.xml,1,1,1,aphrodilus,la,0,aphrodilus,N,nom,aphrodilus,"<words>
<unknown xml:lang=""lat"">aphrodilus</unknown>
</words>
"
1,1,1,caes0164.xml,2,2,2,marini,la,0,marini,ADJ,,marinus,"<words>
<word>
<form xml:lang=""lat"">marini</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">marinus</hdwd>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
</dict>
<infl>
<term xml:lang=""lat""><stem>mari_n</stem><suff>i_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""7"">nominative</case>
<gend>masculine</gend>
<num>plural</num>
<stemtype>us_a_um</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>mari_n</stem><suff>i_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""1"">vocative</case>
<gend>masculine</gend>
<num>plural</num>
<stemtype>us_a_um</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>mari_n</stem><suff>i_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""6"">genitive</case>
<gend>neuter</gend>
<num>singular</num>
<stemtype>us_a_um</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>mari_n</stem><suff>i_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""6"">genitive</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>us_a_um</stemtype>
</infl>
</entry>
</word>
</words>
"
0,0,0,caes0349.xml,1,1,1,legionis,la,0,legionis,N,gen,legio,"<words>
<word>
<form xml:lang=""lat"">legionis</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">legio</hdwd>
<pofs order=""3"">noun</pofs>
<decl>3rd</decl>
<gend>feminine</gend>
</dict>
<infl>
<term xml:lang=""lat""><stem>legi</stem><suff>o_nis</suff></term>
<pofs order=""3"">noun</pofs>
<decl>3rd</decl>
<case order=""6"">genitive</case>
<gend>feminine</gend>
<num>singular</num>
<stemtype>o_oLnis</stemtype>
</infl>
</entry>
</word>
</words>
"
1,1,1,caes0349.xml,2,1,1,x,la,0,x,V,IND,x,"<words>
<unknown xml:lang=""lat"">x</unknown>
</words>
"
2,2,2,caes0349.xml,3,1,1,fretensis,la,0,fretensis,ADJ,,fretensis,"<words>
<unknown xml:lang=""lat"">fretensis</unknown>
</words>
"
0,0,0,caes0350.xml,1,2,2,centurio,la,0,centurio,N,nom,centurio,"<words>
<word>
<form xml:lang=""lat"">centurio</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">centurio#1</hdwd>
<pofs order=""1"">verb</pofs>
</dict>
<infl>
<term xml:lang=""lat""><stem>centuri</stem><suff>o_</suff></term>
<pofs order=""1"">verb</pofs>
<mood>indicative</mood>
<num>singular</num>
<pers>1st</pers>
<tense>present</tense>
<voice>active</voice>
<stemtype>conj1</stemtype>
<derivtype>are_vb</derivtype>
</infl>
</entry>
<entry>
<dict>
<hdwd xml:lang=""lat"">centurio#2</hdwd>
<pofs order=""3"">noun</pofs>
<decl>3rd</decl>
<gend>masculine</gend>
</dict>
<infl>
<term xml:lang=""lat""><stem>centuri</stem><suff>o_</suff></term>
<pofs order=""3"">noun</pofs>
<decl>3rd</decl>
<case order=""7"">nominative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>o_oLnis</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>centuri</stem><suff>o_</suff></term>
<pofs order=""3"">noun</pofs>
<decl>3rd</decl>
<case order=""1"">vocative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>o_oLnis</stemtype>
</infl>
</entry>
</word>
</words>
"
1,1,1,caes0350.xml,2,2,2,legionis,la,0,legionis,N,gen,legio,"<words>
<word>
<form xml:lang=""lat"">legionis</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">legio</hdwd>
<pofs order=""3"">noun</pofs>
<decl>3rd</decl>
<gend>feminine</gend>
</dict>
<infl>
<term xml:lang=""lat""><stem>legi</stem><suff>o_nis</suff></term>
<pofs order=""3"">noun</pofs>
<decl>3rd</decl>
<case order=""6"">genitive</case>
<gend>feminine</gend>
<num>singular</num>
<stemtype>o_oLnis</stemtype>
</infl>
</entry>
</word>
</words>
"
0,0,0,caes0351.xml,1,1,1,syriae,la,0,syriae,N,nom,syria,"<words>
<unknown xml:lang=""lat"">syriae</unknown>
</words>
"
1,1,1,caes0351.xml,2,1,1,palaestinae,la,0,palaestinae,ADJ,,palaestinae,"<words>
<unknown xml:lang=""lat"">palaestinae</unknown>
</words>
"
0,0,0,caes0352.xml,1,1,1,caesar,la,0,caesar,N,nom,caesar,"<words>
<unknown xml:lang=""lat"">caesar</unknown>
</words>
"
0,0,0,caes0353.xml,1,2,2,aelio,la,0,aelio,N,voc,aelio,"<words>
<unknown xml:lang=""lat"">aelio</unknown>
</words>
"
0,0,0,caes0354.xml,1,2,2,invicto,la,0,invicto,V,IND,invicto,"<words>
<word>
<form xml:lang=""lat"">invicto</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">invictus</hdwd>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
</dict>
<infl>
<term xml:lang=""lat""><stem>invict</stem><suff>o_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""3"">ablative</case>
<gend>neuter</gend>
<num>singular</num>
<stemtype>us_a_um</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>invict</stem><suff>o_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""3"">ablative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>us_a_um</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>invict</stem><suff>o_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""5"">dative</case>
<gend>neuter</gend>
<num>singular</num>
<stemtype>us_a_um</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>invict</stem><suff>o_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""5"">dative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>us_a_um</stemtype>
</infl>
</entry>
</word>
</words>
"
1,1,1,caes0354.xml,2,2,2,augusto,la,0,augusto,ADJ,abl,augustus|augustus,"<words>
<word>
<form xml:lang=""lat"">augusto</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">augusto</hdwd>
<pofs order=""1"">verb</pofs>
</dict>
<infl>
<term xml:lang=""lat""><stem>august</stem><suff>o_</suff></term>
<pofs order=""1"">verb</pofs>
<mood>indicative</mood>
<num>singular</num>
<pers>1st</pers>
<tense>present</tense>
<voice>active</voice>
<stemtype>conj1</stemtype>
<derivtype>are_vb</derivtype>
</infl>
</entry>
<entry>
<dict>
<hdwd xml:lang=""lat"">augustus#1</hdwd>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
</dict>
<infl>
<term xml:lang=""lat""><stem>august</stem><suff>o_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""3"">ablative</case>
<gend>neuter</gend>
<num>singular</num>
<stemtype>us_a_um</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>august</stem><suff>o_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""3"">ablative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>us_a_um</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>august</stem><suff>o_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""5"">dative</case>
<gend>neuter</gend>
<num>singular</num>
<stemtype>us_a_um</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>august</stem><suff>o_</suff></term>
<pofs order=""2"">adjective</pofs>
<decl>1st &amp; 2nd</decl>
<case order=""5"">dative</case>
<gend>masculine</gend>
<num>singular</num>
<stemtype>us_a_um</stemtype>
</infl>
</entry>
</word>
</words>
"
2,2,2,caes0354.xml,3,3,3,et,la,0,et,CC,,et,"<words>
<word>
<form xml:lang=""lat"">et</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">et</hdwd>
<pofs order=""0"">conjunction</pofs>
</dict>
<infl>
<term xml:lang=""lat""><stem>et</stem></term>
<pofs order=""0"">conjunction</pofs>
<stemtype>conj</stemtype>
<morph>indeclform</morph>
</infl>
</entry>
</word>
</words>
"
0,0,0,caes0528.xml,1,1,1,caesari,la,0,caesari,N,dat,caesar,"<words>
<unknown xml:lang=""lat"">caesari</unknown>
</words>
"
0,0,0,caes0529.xml,1,1,1,legio,la,0,legio,N,nom,legio,"<words>
<word>
<form xml:lang=""lat"">legio</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">legio</hdwd>
<pofs order=""3"">noun</pofs>
<decl>3rd</decl>
<gend>feminine</gend>
</dict>
<infl>
<term xml:lang=""lat""><stem>legi</stem><suff>o_</suff></term>
<pofs order=""3"">noun</pofs>
<decl>3rd</decl>
<case order=""7"">nominative</case>
<gend>feminine</gend>
<num>singular</num>
<stemtype>o_oLnis</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>legi</stem><suff>o_</suff></term>
<pofs order=""3"">noun</pofs>
<decl>3rd</decl>
<case order=""1"">vocative</case>
<gend>feminine</gend>
<num>singular</num>
<stemtype>o_oLnis</stemtype>
</infl>
</entry>
</word>
</words>
"
1,1,1,caes0529.xml,2,1,1,x,la,0,x,V,IND,x,"<words>
<unknown xml:lang=""lat"">x</unknown>
</words>
"
2,2,2,caes0529.xml,3,1,1,fretensis,la,0,fretensis,ADJ,,fretensis,"<words>
<unknown xml:lang=""lat"">fretensis</unknown>
</words>
"
0,0,0,caes0682.xml,1,2,2,spes,la,0,spes,N,nom,spes,"<words>
<word>
<form xml:lang=""lat"">spes</form>
<entry>
<dict>
<hdwd xml:lang=""lat"">spes</hdwd>
<pofs order=""3"">noun</pofs>
<decl>5th</decl>
<gend>feminine</gend>
</dict>
<infl>
<term xml:lang=""lat""><stem>sp</stem><suff>e_s</suff></term>
<pofs order=""3"">noun</pofs>
<decl>5th</decl>
<case order=""4"">accusative</case>
<gend>feminine</gend>
<num>plural</num>
<stemtype>es_eLi</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>sp</stem><suff>e_s</suff></term>
<pofs order=""3"">noun</pofs>
<decl>5th</decl>
<case order=""7"">nominative</case>
<gend>feminine</gend>
<num>plural</num>
<stemtype>es_eLi</stemtype>
</infl>
<infl>
<term xml:lang=""lat""><stem>sp</stem><suff>e_s</suff></term>
<pofs order=""3"">noun</pofs>
<decl>5th</decl>
<case order=""7"">nominative</case>
<gend>feminine</gend>
<num>singular</num>
<stemtype>es_eLi</stemtype>
</infl>
</entry>
</word>
</words>
"
